,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
10961,Marcelo Vildeia,Marcelo Emanuel Vildeia Maia,35,65,Brazil,Grêmio,6000,2022.0,348
10962,Benjamin Muscato,Benjamin Chris Muscato Selva,27,65,Brazil,Chapecoense,4000,2022.0,259
10963,Henrique Jardinel,Henrique Alex Jardinel Zonta,31,65,Brazil,CSA - AL,3000,2022.0,501
10964,Paulito Zanon,Paulo Bernard Zanon Regalo,27,65,Brazil,Fortaleza,3000,2022.0,253
10965,I. Hora,Ioan Hora,30,65,Romania,FCSB (Steaua),4000,2021.0,799
10966,R. Caballero,Roque Alfredo Caballero Marecos,28,65,Paraguay,Atlético Bucaramanga,1000,2022.0,331
10967,M. Ogbu,Moses Ogbu,28,65,Nigeria,Grimsby Town,3000,2020.0,230
10968,N. Ishihara,石原 直樹,34,65,Japan,Vegalta Sendai,2000,2022.0,61
10969,Y. Rokutan,六反 勇治,32,65,Japan,Shimizu S-Pulse,1000,2022.0,30
10970,K. Hachisuka,蜂須賀 孝治,28,65,Japan,Vegalta Sendai,2000,2022.0,913
10971,Oh Jae Suk,오재석 吴宰硕,29,65,Korea Republic,FC Tokyo,3000,2020.0,252
10972,J. Izumisawa,泉泽 仁,27,65,Japan,Yokohama F. Marinos,2000,2022.0,401
10973,A. Hinestroza,Alexis Hinestroza,30,65,Colombia,Cúcuta Deportivo,1000,2020.0,866
10974,S. Arai,新井 翔太,30,65,Japan,Kawasaki Frontale,2000,2022.0,637
10975,K. Takayama,髙山 薫,30,65,Japan,Oita Trinita,2000,2022.0,161
10976,S. Akasaki,赤﨑 秀平,27,65,Japan,Nagoya Grampus,3000,2020.0,648
10977,H. Takasaki,Hiroyuki Takasaki,33,65,Japan,Matsumoto Yamaga,2000,2019.0,783
10978,G. Kostadinov,Georgi Kostadinov,28,65,Bulgaria,Bulgaria,0,,416
10979,G. Heinry,Guillaume Heinry,29,65,France,FC Chambly Oise,2000,2020.0,308
10980,M. Ambichl,Michael Ambichl,28,65,Austria,SKN St. Pölten,5000,2020.0,177
10981,Nito Carbelho,Nito Wagner Carbelho Inácio,27,65,Brazil,Fluminense,8000,2022.0,300
10982,D. Diaw,Davide Djily Diaw,27,65,Italy,Cittadella,1000,2020.0,942
10983,N. Busch Thor,Niklas Busch Thor,33,65,Sweden,IK Sirius,1000,2020.0,759
10984,Y. Kawai,河井 陽介,29,65,Japan,Shimizu S-Pulse,2000,2022.0,401
10985,R. Takeuchi,竹内 涼,28,65,Japan,Shimizu S-Pulse,2000,2022.0,322
10986,R. Janssen,Roel Janssen,29,65,Netherlands,VVV-Venlo,2000,2020.0,10
10987,K. Gehring,Kai Gehring,31,65,Germany,SG Sonnenhof Großaspach,2000,2020.0,17
10988,M. Röser,Martin Röser,28,65,Germany,Karlsruher SC,4000,2020.0,784
10989,R. Eckardt,René Eckardt,29,65,Germany,FC Carl Zeiss Jena,1000,2020.0,864
10990,A. Vetrih,Amedej Vetrih,28,65,Slovenia,Çaykur Rizespor,4000,2021.0,509
10991,D. Akpeyi,Daniel Akpeyi,33,65,Nigeria,Kaizer Chiefs,1000,2020.0,168
10992,F. Torres,Fabian Torres,30,65,Chile,Audax Italiano,2000,2020.0,77
10993,A. Bjarnason,Andri Rúnar Bjarnason,28,65,Iceland,1. FC Kaiserslautern,2000,2021.0,310
10994,S. Acka,Stephane Acka,28,65,Ivory Coast,Universitatea Craiova,3000,2022.0,686
10995,B. Motshwari,Ben Motshwari,28,65,South Africa,Orlando Pirates,1000,2021.0,44
10996,L. Mntambo,Linda Mntambo,30,65,South Africa,Orlando Pirates,1000,2021.0,506
10997,A. Erceg,Ante Erceg,29,65,Croatia,Brøndby IF,6000,2022.0,657
10998,Valverde,Carlos Valverde Doblado,34,65,Spain,Extremadura UD,2000,2020.0,886
10999,Willy,Luis Alfonso Ledesma Galán,30,65,Spain,Extremadura UD,2000,2020.0,22
11000,K. Jacobs,Keaghan Jacobs,29,65,South Africa,Livingston FC,2000,2022.0,748
11001,F. Buchacher,Florian Buchacher,31,65,Austria,WSG Tirol,3000,2022.0,140
11002,K. Mawatari,馬渡 和彰,28,65,Japan,Kawasaki Frontale,3000,2019.0,815
11003,G. Compagnucci,Gabriel Compagnucci,27,65,Argentina,Patronato,4000,2022.0,964
11004,M. Iida,Masaki Iida,33,65,Japan,Matsumoto Yamaga,1000,2019.0,576
11005,J. Furdal,Johnny Furdal,33,65,Norway,Viking FK,1000,2020.0,704
11006,R. Matsumoto,Rei Matsumoto,31,65,Japan,Oita Trinita,2000,2022.0,884
11007,D. Ojeda,Delio Ojeda,33,65,Paraguay,Jaguares de Córdoba,1000,2022.0,830
11008,M. Chudý,Martin Chudý,30,65,Slovakia,Górnik Zabrze,1000,2020.0,521
11009,T. Tanaka,田中 達也,27,65,Japan,Oita Trinita,2000,2024.0,886
11010,L. Klimavicius,Linas Klimavicius,30,65,Lithuania,Dinamo Bucureşti,3000,2022.0,576
11011,V. Rîmniceanu,Victor Rîmniceanu,29,65,Romania,FC Voluntari,2000,2021.0,647
11012,P. Ruffaut,Pierre Ruffaut,32,65,France,Rodez Aveyron Football,2000,2020.0,750
11013,Jon Ander,Jon Ander Pérez Ruiz,29,65,Spain,Racing Santander,3000,2021.0,958
11014,C. Cherchez,Cristian Cherchez,28,65,Romania,Chindia Târgovişte,2000,2023.0,907
11015,M. Fernández,Mauro Fernández,30,65,Argentina,FC Juárez,5000,2019.0,924
11016,A. Guechi,Abdelaziz Ali Guechi,28,65,Algeria,Al Adalah,5000,2023.0,42
11017,Jô Santos,Joálisson Santos Oliveira,28,65,Brazil,FC Hermannstadt,3000,2023.0,776
11018,T. Sakano,Toyofumi Sakano,29,65,Japan,Matsumoto Yamaga,2000,2020.0,147
11019,A. Sy,Ass Mandaw Sy,30,65,Senegal,Al Adalah,5000,2021.0,788
11020,T. Parrott,Troy Parrott,17,64,Republic of Ireland,Tottenham Hotspur,4000,2021.0,387
11021,R. Piccoli,Roberto Piccoli,18,64,Italy,Atalanta,5000,2023.0,916
11022,R. Brewster,Rhian Brewster,19,64,England,Liverpool,10000,2023.0,374
11023,W. Geubbels,Willem Geubbels,17,64,France,AS Monaco,2000,2023.0,12
11024,H. Cochrane,Harry Cochrane,18,64,Scotland,Heart of Midlothian,1000,2021.0,161
11025,D. Caicedo,Deiber Jair Caicedo Mideros,19,64,Colombia,Deportivo Cali,1000,2022.0,933
11026,E. Loiodice,Enzo Loiodice,18,64,France,Dijon FCO,1000,2021.0,891
11027,E. Simms,Ellis Simms,18,64,England,Everton,7000,2023.0,387
11028,G. Middleton,Glenn Middleton,19,64,Scotland,Hibernian,1000,2020.0,7
11029,L. Pintor,Lenny Pintor,18,64,France,ESTAC Troyes,1000,2020.0,901
11030,Rafael Camacho,Rafael Euclides Soares Camacho,19,64,Portugal,Sporting CP,2000,2024.0,44
11031,E. Cerrillo,Edwin Cerrillo,18,64,United States,FC Dallas,1000,2021.0,894
11032,C. Akono,Cyrill Akono,19,64,Germany,1. FSV Mainz 05,4000,2023.0,861
11033,R. Aït Nouri,Rayan Aït Nouri,18,64,France,Angers SCO,1000,2021.0,822
11034,B. Nygren,Benjamin Nygren,17,64,Sweden,KRC Genk,1000,2024.0,244
11035,A. Yusuf,Alhassan Yusuf,18,64,Nigeria,IFK Göteborg,1000,2022.0,977
11036,J. Sanabria,Juan Manuel Sanabria,19,64,Uruguay,Atlético Madrid,6000,2023.0,138
11037,I. Lihadji,Isaac Lihadji,17,64,France,Olympique de Marseille,2000,2020.0,279
11038,K. Grabara,Kamil Grabara,20,64,Poland,Huddersfield Town,4000,2020.0,458
11039,Y. Akgün,Yunus Akgün,18,64,Turkey,Galatasaray SK,4000,2020.0,7
11040,M. Payero,Martín Ismael Payero,20,64,Argentina,Club Atlético Talleres,3000,2020.0,974
11041,André Anderson,André Anderson Pomilio Lima,19,64,Brazil,Lazio,6000,2022.0,225
11042,Iñaki Peña,Ignacio Peña Sotorres,20,64,Spain,FC Barcelona,12000,2021.0,647
11043,M. Ignatov,Mikhail Ignatov,19,64,Russia,Spartak Moscow,1000,2021.0,476
11044,Mateu Morey,Mateu Jaume Morey Bauzá,19,64,Spain,Borussia Dortmund,6000,2024.0,445
11045,J. Marković,Jovan Marković,18,64,Romania,Universitatea Craiova,1000,2023.0,223
11046,T. Bayliss,Tom Bayliss,20,64,England,Preston North End,5000,2023.0,225
11047,A. Ouattara,Abou Ouattara,19,64,Burkina Faso,LOSC Lille,4000,2024.0,590
11048,L. Balerdi,Leonardo Julián Balerdi Rossa,20,64,Argentina,Borussia Dortmund,9000,2024.0,357
11049,C. Abi,Charles Abi,19,64,France,AS Saint-Étienne,4000,2022.0,355
11050,D. Pérez,Danny Pérez,19,64,Venezuela,CD Huachipato,1000,2020.0,144
11051,J. Burkardt,Jonathan Burkardt,18,64,Germany,1. FSV Mainz 05,3000,2022.0,185
11052,H. Hassan,Haissem Hassan,17,64,France,La Berrichonne de Châteauroux,1000,2021.0,731
11053,A. Díaz,Alexander Díaz,19,64,Argentina,San Lorenzo de Almagro,3000,2022.0,239
11054,F. Mura,Facundo Mura,20,64,Argentina,Estudiantes de La Plata,3000,2021.0,815
11055,B. Aaronson,Brenden Aaronson,18,64,United States,Philadelphia Union,1000,2022.0,713
11056,D. Kulusevski,Dejan Kulusevski,19,64,Sweden,Parma,5000,2020.0,695
11057,M. Glushenkov,Maksim Glushenkov,19,64,Russia,Spartak Moscow,1000,2023.0,544
11058,C. Niasse,Cheikh Niasse,19,64,Senegal,LOSC Lille,4000,2023.0,482
11059,V. Postolachi,Virgiliu Postolachi,19,64,France,LOSC Lille,5000,2023.0,802
11060,A. Stanilewicz,Adrian Stanilewicz,19,64,Poland,Bayer 04 Leverkusen,7000,2020.0,660
11061,M. Taabouni,Mohamed Taabouni,17,64,Netherlands,AZ Alkmaar,1000,2022.0,435
11062,Iker Losada,Iker Losada Aragunde,17,64,Spain,RC Celta,1000,2020.0,804
11063,M. Feeney,Morgan Feeney,20,64,England,Everton,10000,2020.0,543
11064,T. Nydam,Tristan Nydam,19,64,England,Ipswich Town,2000,2021.0,43
11065,A. Connolly,Aaron Anthony Connolly,19,64,Republic of Ireland,Brighton & Hove Albion,7000,2022.0,185
11066,F. Melegoni,Filippo Melegoni,20,64,Italy,Pescara,1000,2020.0,482
11067,K. McAllister,Kyle McAllister,20,64,Scotland,St. Mirren,2000,2022.0,879
11068,M. Nazarit,Miguel Ángel Nazarit Mina,21,64,Colombia,Once Caldas,1000,2020.0,87
11069,Tachi,Alberto Rodríguez Baró,21,64,Spain,Deportivo Alavés,3000,2023.0,605
11070,D. Lovren,Davor Lovren,20,64,Croatia,Fortuna Düsseldorf,5000,2023.0,745
11071,Moha Ramos,Mohamed Airam Ramos Wade,19,64,Spain,Birmingham City,1000,2020.0,789
11072,N. Pierini,Nicholas Pierini,20,64,Italy,Cosenza,1000,2020.0,766
11073,J. Díaz Price,Jorge Díaz Price,20,64,Mexico,Club León,5000,2022.0,683
11074,J. Ponceau,Julien Ponceau,18,64,France,FC Lorient,1000,2020.0,352
11075,F. Evina,Franck Evina,18,64,Germany,KFC Uerdingen 05,1000,2020.0,558
11076,E. Aiwu,Emanuel Aiwu,18,64,Austria,FC Admira Wacker Mödling,1000,2022.0,361
11077,M. Kiprit,Muhammed Kiprit,19,64,Turkey,Hertha BSC,4000,2021.0,872
11078,Martín,Martín Pascual Castillo,19,64,Spain,Rayo Vallecano,1000,2022.0,276
11079,A. Moreno,Aníbal Moreno,20,64,Argentina,Newell's Old Boys,3000,2022.0,476
11080,Lucas Ribeiro,Lucas Ribeiro dos Santos,20,64,Brazil,TSG 1899 Hoffenheim,5000,2023.0,42
11081,W. Fofana,Wesley Fofana,18,64,France,AS Saint-Étienne,2000,2022.0,253
11082,A. Kızıldağ,Arda Kızıldağ,20,64,Turkey,Gençlerbirliği SK,3000,2022.0,768
11083,J. Davenport,Jacob Davenport,20,64,England,Blackburn Rovers,3000,2022.0,330
11084,M. Tumminello,Marco Tumminello,20,64,Italy,Pescara,1000,2020.0,843
11085,M. Travers,Mark Travers,20,64,Republic of Ireland,Bournemouth,6000,2021.0,224
11086,J. Odgaard,Jens Odgaard,20,64,Denmark,SC Heerenveen,2000,2020.0,746
11087,L. O'Brien,Lewis O'Brien,20,64,England,Huddersfield Town,6000,2022.0,354
11088,L. Fomba,Lamine Fomba,21,64,France,AJ Auxerre,1000,2022.0,795
11089,P. Dárdai,Palko Dárdai,20,64,Germany,Hertha BSC,4000,2022.0,90
11090,I. Chair,Ilias Chair,21,64,Morocco,Queens Park Rangers,2000,2020.0,272
11091,Jesús Areso,Jesús Areso Blanco,19,64,Spain,Athletic Club de Bilbao,2000,2021.0,427
11092,A. Manneh,Alasana Manneh,21,64,Gambia,Górnik Zabrze,1000,2022.0,582
11093,José Lara,José Alonso Alonso Lara,19,64,Spain,Sevilla FC,2000,2023.0,525
11094,Toni Moya,Antonio Moya Vega,21,64,Spain,Atlético Madrid,7000,2020.0,283
11095,B. Risa,Birk Risa,21,64,Norway,Odds BK,1000,2021.0,468
11096,João Moutinho,João Gervásio Bragança Moutinho,21,64,Portugal,Orlando City SC,1000,2020.0,685
11097,T. Christensen,Tobias Christensen,19,64,Norway,Molde FK,1000,2022.0,505
11098,F. Agu,Felix Agu,19,64,Germany,VfL Osnabrück,2000,2020.0,906
11099,O. Stijepović,Ognjen Stijepović,19,64,Montenegro,Sampdoria,5000,2020.0,752
11100,V. Damașcan,Vitalie Damașcan,20,64,Moldova,Fortuna Sittard,3000,2020.0,547
11101,L. Diaby Fadiga,Lamine Diaby Fadiga,18,64,France,OGC Nice,3000,2021.0,383
11102,M. Collao,Marco Collao,21,64,Chile,CD Antofagasta,1000,2022.0,200
11103,J. Teze,Jordan Teze,19,64,Netherlands,PSV,2000,2021.0,762
11104,O. Ndiaye,Ousseynou Ndiaye,20,64,Senegal,Olympique Lyonnais,9000,2023.0,240
11105,R. Sottil,Riccardo Sottil,20,64,Italy,Fiorentina,9000,2022.0,901
11106,C. Ngonge,Cyril Ngonge,19,64,Belgium,Club Brugge KV,3000,2021.0,992
11107,B. Özdemir,Berat Ayberk Özdemir,21,64,Turkey,Gençlerbirliği SK,3000,2022.0,975
11108,R. Ion,Robert Ion,18,64,Romania,Academica Clinceni,1000,2020.0,672
11109,O. Akgün,Oğuzhan Akgün,17,64,Turkey,Beşiktaş JK,3000,2023.0,354
11110,U. Adıyaman,Übeyd Adıyaman,21,64,Turkey,Gençlerbirliği SK,2000,2021.0,18
11111,G. Sağlam,Görkem Sağlam,21,64,Germany,VfL Bochum 1848,3000,2020.0,639
11112,C. Tosun,Cafer Tosun,19,64,Turkey,Trabzonspor,4000,2022.0,476
11113,T. Makowski,Tomasz Makowski,19,64,Poland,Lechia Gdańsk,1000,2022.0,472
11114,A. Bakayoko,Axel Bakayoko,21,64,France,FC St. Gallen,3000,2020.0,766
11115,L. Grill,Lennart Grill,20,64,Germany,1. FC Kaiserslautern,1000,2021.0,485
11116,J. Knight,Josh Knight,21,64,England,Peterborough United,2000,2020.0,56
11117,E. Mašović,Erhan Mašović,20,64,Serbia,AC Horsens,2000,2020.0,416
11118,R. Dadashov,Renat Dadashov,20,64,Azerbaijan,FC Paços de Ferreira,2000,2020.0,799
11119,L. Daschner,Lukas Daschner,20,64,Germany,MSV Duisburg,1000,2021.0,821
11120,H. Mahou,Hicham Mahou,19,64,France,OGC Nice,4000,2022.0,799
11121,Y. Sari,Yusuf Sari,20,64,Turkey,Trabzonspor,5000,2022.0,279
11122,Álex Centelles,Alejandro Centelles Plaza,19,64,Spain,Famalicão,1000,2020.0,199
11123,R. Massimo,Roberto Massimo,18,64,Germany,VfB Stuttgart,2000,2022.0,727
11124,N. Atkinson,Nathaniel Atkinson,20,64,Australia,Melbourne City FC,2000,2020.0,115
11125,T. Stavitski,Timo Stavitski,19,64,Finland,Stade Malherbe Caen,2000,2022.0,766
11126,L. Fraser,Liam Fraser,21,64,Canada,Toronto FC,1000,2020.0,482
11127,Jaime Sierra,Jaime Sierra Mateos,21,64,Spain,CD Leganés,5000,2020.0,825
11128,L. Tupta,Ľubomír Tupta,21,64,Slovakia,Hellas Verona,3000,2021.0,33
11129,A. El Bouchataoui,Achraf El Bouchataoui,19,64,Netherlands,Feyenoord,2000,2022.0,987
11130,C. Vidal,Clément Vidal,19,64,France,Montpellier HSC,3000,2021.0,831
11131,Sergio Moreno,Sergio Moreno Martínez,20,64,Spain,Rayo Vallecano,2000,2020.0,367
11132,M. Busi,Maxime Busi,19,64,Belgium,Sporting de Charleroi,2000,2021.0,655
11133,Baba Fernandes,Baba Fernandes,19,64,Guinea Bissau,Vitória de Setúbal,1000,2021.0,56
11134,João Valido,João Nuno Figueiredo Valido,19,64,Portugal,Vitória de Setúbal,1000,2023.0,131
11135,N. Hernández,Nicolás Hernández,21,64,Colombia,Independiente Santa Fe,1000,2020.0,176
11136,Y. Hamed,Yasin Hamed,19,64,Romania,Sepsi OSK,2000,2020.0,902
11137,S. Cabrera,Sebastián Cabrera,21,64,Chile,Coquimbo Unido,1000,2023.0,833
11138,Dani Vivian,Daniel Vivian Moreno,19,64,Spain,Athletic Club de Bilbao,2000,2020.0,676
11139,R. Poole,Regan Poole,21,64,Wales,Milton Keynes Dons,2000,2020.0,754
11140,D. Bertaud,Dimitry Bertaud,21,64,France,Montpellier HSC,3000,2022.0,443
11141,O. Gonzalez,Oumar Gonzalez,21,64,Cameroon,FC Chambly Oise,1000,2020.0,56
11142,S. Wharton,Scott Wharton,21,64,England,Northampton Town,3000,2020.0,389
11143,M. Köhlert,Mats Köhlert,21,64,Germany,Willem II,2000,2022.0,279
11144,A. Quiñones,Angelo Quiñones,20,64,Chile,Unión La Calera,1000,2022.0,655
11145,D. Anyembe,Daniel Anyembe,20,64,Denmark,Esbjerg fB,2000,2022.0,432
11146,D. Nikolić,Djordje Nikolić,22,64,Serbia,FC Basel 1893,4000,2020.0,521
11147,M. Nicolas,Moritz Nicolas,21,64,Germany,1. FC Union Berlin,4000,2021.0,294
11148,C. Herc,Christián Herc,20,64,Slovakia,Viktoria Plzeň,1000,2022.0,750
11149,A. Akkaynak,Atakan Akkaynak,20,64,Germany,Çaykur Rizespor,3000,2020.0,750
11150,F. Figueroa,Francisco Antonio Figueroa Díaz,20,64,Mexico,Pachuca,4000,2020.0,279
11151,Luís Silva,Luis Marques Almeida Vieira Silva,20,64,Portugal,Os Belenenses,1000,2022.0,176
11152,M. Baku,Makana Baku,21,64,Germany,Holstein Kiel,3000,2022.0,701
11153,T. Tillman,Timothy Tillman,20,64,Germany,Bayern München II,1000,2020.0,799
11154,V. Demaku,Vesel Demaku,19,64,Austria,FK Austria Wien,2000,2022.0,36
11155,F. Bersano,Fernando Bersano,21,64,Argentina,Club Atlético Talleres,3000,2021.0,731
11156,Víctor López,Víctor López Ibáñez,22,64,Spain,Deportivo Alavés,5000,2021.0,841
11157,N. Bazan,Nazareno Bazan,20,64,Argentina,Vélez Sarsfield,3000,2020.0,978
11158,Jeon Se Jin,전세진 Se Jin Jeon,19,64,Korea Republic,Suwon Samsung Bluewings,1000,2022.0,586
11159,C. Sickinger,Carlo Sickinger,21,64,Germany,1. FC Kaiserslautern,1000,2021.0,913
11160,Carlos Isaac,Carlos Isaac Muñoz Obejero,21,64,Spain,Atlético Madrid,6000,2020.0,768
11161,B. Slisz,Bartosz Slisz,20,64,Poland,Zagłębie Lubin,1000,2022.0,322
11162,D. Valencia,Diego Martín Valencia Morello,19,64,Chile,Universidad Católica,2000,2021.0,561
11163,A. Dobos,Áron Dobos,19,64,Hungary,Fortuna Sittard,2000,2022.0,780
11164,O. Boussaid,Othman Boussaid,19,64,Belgium,FC Utrecht,3000,2021.0,279
11165,D. Furtado,Damien Furtado,22,64,France,Rio Ave FC,2000,2020.0,12
11166,Chema Nuñez,José Manuel Núñez Martín,21,64,Spain,UD Almería,2000,2021.0,506
11167,A. Lupu,Andrei Lupu,21,64,Romania,Deportivo Alavés,4000,2020.0,332
11168,Ibañez,Roger Ibañez Da Silva,20,64,Brazil,Atalanta,7000,2023.0,686
11169,Z. Thior,Zourdine Thior,21,64,Senegal,Real Sociedad,5000,2020.0,527
11170,Paulino,Paulino de la Fuente Gómez,22,64,Spain,Deportivo Alavés,5000,2020.0,505
11171,Miguel Ángel,Miguel Ángel Gómez López,21,64,Spain,Albacete BP,2000,2020.0,916
11172,Luquinha,Lucas Queiroz Canteiro,18,64,Brazil,Portimonense SC,1000,2024.0,964
11173,Diogo Sousa,Diogo Fesnard Nogueira Sousa,20,64,Portugal,Sporting CP,1000,2022.0,711
11174,D. Rosic,Dragan Rosic,22,64,Serbia,UD Almería,1000,2024.0,64
11175,Dani Molina,Daniel Molina Orta,23,64,Spain,RC Celta,4000,2021.0,891
11176,M. Torres,Marlon Torres,23,64,Colombia,América de Cali,1000,2019.0,60
11177,K. Wojtkowski,Kamil Wojtkowski,21,64,Poland,Wisła Kraków,2000,2020.0,161
11178,J. Jones,Jodi Jones,21,64,England,Coventry City,2000,2020.0,731
11179,D. Barlaser,Daniel Barlaser,22,64,England,Rotherham United,3000,2020.0,476
11180,J. Lewis,Jonathan Lewis,22,64,United States,Colorado Rapids,2000,2020.0,272
11181,L. Zigi,Lawrence Ati Zigi,22,64,Ghana,FC Sochaux-Montbéliard,1000,2020.0,128
11182,J. Marimón,Jesús Marimón,20,64,Colombia,Patriotas Boyacá FC,1000,2022.0,669
11183,P. Sabbag,Pablo Sabbag,22,64,Colombia,La Equidad,1000,2022.0,220
11184,B. Mason,Brandon Mason,21,64,England,Coventry City,2000,2020.0,492
11185,J. Esquivel,José Joaquín Esquivel Martínez,21,64,Mexico,FC Juárez,3000,2022.0,719
11186,C. D'Urso,Christian D'Urso,21,64,Italy,Cittadella,1000,2022.0,681
11187,B. Passi,Bryan Passi,21,64,France,Chamois Niortais Football Club,1000,2022.0,602
11188,H. Weigelt,Henri Weigelt,21,64,Germany,AZ Alkmaar,2000,2021.0,176
11189,H. Al Shamrani,Hamdan Al Shamrani,22,64,Saudi Arabia,Al Ittihad,6000,2023.0,217
11190,Song Bum Keun,송범근 Bum Keun Song,21,64,Korea Republic,Jeonbuk Hyundai Motors,1000,2022.0,193
11191,T. Müller,Tom Müller,21,64,Germany,Hallescher FC,1000,2021.0,100
11192,J. Eskesen,Julius Eskesen,20,64,Denmark,Odense Boldklub,3000,2021.0,782
11193,K. Fila,Karol Fila,21,64,Poland,Lechia Gdańsk,2000,2022.0,293
11194,Pelayo Suárez,Pelayo Suárez López,20,64,Spain,Real Sporting de Gijón,2000,2021.0,676
11195,Murilo,Murilo Cerqueira Paim,22,64,Brazil,Lokomotiv Moscow,1000,2024.0,56
11196,Y. Bourhane,Yacine Bourhane,20,64,France,Chamois Niortais Football Club,1000,2021.0,319
11197,R. Lucena,Ronaldo Vidal Lucena Torrealba,22,64,Venezuela,Jaguares de Córdoba,1000,2019.0,987
11198,E. Amenyido,Etienne Amenyido,21,64,Germany,VfL Osnabrück,3000,2021.0,659
11199,F. Aksoy,Fatih Aksoy,21,64,Turkey,Sivasspor,2000,2020.0,183
11200,Adrián López,Adrián López Garrote,20,64,Spain,RCD Espanyol,3000,2022.0,647
11201,D. Martínez,David Martínez,21,64,Argentina,Defensa y Justicia,2000,2021.0,176
11202,D. Lajud,Daniel Lajud Martínez,20,64,Mexico,Puebla FC,2000,2020.0,544
11203,D. Fitz,Dominik Fitz,20,64,Austria,FK Austria Wien,3000,2023.0,766
11204,O. Pikhalyonok,Oleksandr Pikhalyonok,22,64,Ukraine,Shakhtar Donetsk,1000,2022.0,269
11205,David Alba,David Alba Fernández,20,64,Spain,Getafe CF,3000,2020.0,725
11206,Z. Brault-Guillard,Zachary Brault-Guillard,20,64,Canada,Montreal Impact,1000,2019.0,817
11207,D. Osei Yaw,Derick Osei Yaw,20,64,France,Stade Brestois 29,4000,2021.0,978
11208,Vitinho,Victor da Silva,19,64,Brazil,KSV Cercle Brugge,2000,2023.0,922
11209,E. Linthorst,Evert Linthorst,19,64,Netherlands,VVV-Venlo,1000,2020.0,136
11210,M. Awoudja,Maxime Awoudja,21,64,Germany,VfB Stuttgart,4000,2022.0,95
11211,Perera,Antonio Perera Calderón,22,64,Spain,Deportivo Alavés,4000,2020.0,319
11212,B. Diakité,Bafodé Diakité,18,64,France,Toulouse Football Club,2000,2023.0,989
11213,Jaume,Jaume Grau Ciscar,22,64,Spain,CD Lugo,2000,2020.0,757
11214,A. Colorado,Andrés Colorado,20,64,Colombia,Deportivo Cali,1000,2019.0,669
11215,André Almeida,Domingos André Ribeiro Almeida,19,64,Portugal,Vitória Guimarães,1000,2022.0,987
11216,Riki,Ricardo Rodríguez Gil,21,64,Spain,Real Oviedo,2000,2020.0,987
11217,Rui Pires,Rui Miguel Guerra Perres,21,64,Portugal,ESTAC Troyes,1000,2022.0,975
11218,S. Botman,Sven Botman,19,64,Netherlands,SC Heerenveen,1000,2020.0,417
11219,L. Štor,Luka Štor,20,64,Slovenia,SG Dynamo Dresden,4000,2023.0,775
11220,L. Šatka,Ľubomír Šatka,23,64,Slovakia,Lech Poznań,2000,2023.0,676
11221,K. Bryan,Kean Bryan,22,64,England,Sheffield United,6000,2021.0,994
11222,M. Rudakov,Maksim Rudakov,23,64,Russia,HJK Helsinki,1000,2019.0,744
11223,G. Kiltie,Greg Kiltie,22,64,Scotland,Kilmarnock,2000,2020.0,161
11224,C. Chaplin,Conor Chaplin,22,64,England,Barnsley,3000,2023.0,7
11225,M. Bola,Marc Bola,21,64,England,Middlesbrough,5000,2022.0,853
11226,G. Scamacca,Gianluca Scamacca,20,64,Italy,Ascoli,1000,2020.0,308
11227,C. Senior,Courtney Senior,22,64,England,Colchester United,3000,2020.0,933
11228,A. Angulo,Álvaro Angulo,22,64,Colombia,Rionegro Águilas,1000,2020.0,492
11229,M. Gómez,Michael Gómez,22,64,Colombia,Envigado FC,1000,2020.0,567
11230,M. Listkowski,Marcin Listkowski,21,64,Poland,Pogoń Szczecin,1000,2020.0,527
