,height_cm,weight_kg,overall,player_positions,preferred_foot,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
11006,175,68,65,1,1,2,2,1,82.0,52.0,61.0,63.0,54.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,68,53,44,60,47,63,63,45,52,60,79,85,73,60,66,59,63,74,55,43,57,54,51,64,47,54,58,54,53,10,10,14,8,10
11007,182,80,65,3,1,3,2,4,55.0,32.0,37.0,44.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,24,30,67,48,28,39,26,22,42,44,48,61,53,63,59,40,72,44,78,31,58,69,21,34,31,63,70,61,55,12,6,13,6,12
11008,187,90,65,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,68.0,60.0,64.0,23.0,63.0,10,8,10,24,7,10,10,12,25,28,20,25,35,59,40,45,54,26,65,9,25,7,5,45,17,50,7,14,10,64,68,60,63,64
11009,172,69,65,2,1,3,3,0,82.0,57.0,60.0,64.0,53.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,67,61,44,55,43,66,61,48,63,59,80,84,65,60,67,61,71,76,53,48,49,61,53,64,53,61,56,53,41,8,11,11,9,9
11010,191,85,65,3,1,4,2,6,43.0,23.0,29.0,32.0,65.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,23,20,71,39,25,29,20,25,22,33,35,50,35,57,34,30,83,75,91,19,49,54,28,25,37,58,68,67,65,14,9,15,10,12
11011,185,85,65,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,61.0,63.0,65.0,32.0,65.0,12,8,14,23,8,6,10,12,17,13,33,31,39,63,49,47,59,25,44,9,18,8,7,38,18,28,8,13,13,64,61,63,65,65
11012,182,77,65,2,1,3,4,4,62.0,66.0,65.0,64.0,45.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,61,63,36,70,52,65,66,69,59,66,59,65,59,64,58,74,53,67,70,71,43,52,67,65,63,67,44,44,41,14,12,13,7,13
11013,184,78,65,1,0,3,2,3,56.0,66.0,42.0,54.0,21.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,33,68,70,56,64,53,33,28,48,56,53,58,48,64,62,71,76,70,80,55,81,19,69,30,67,65,17,12,11,9,9,10,13,7
11014,183,65,65,2,1,2,3,4,68.0,66.0,61.0,66.0,32.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,58,67,62,65,41,64,47,62,60,65,68,68,77,59,79,72,74,60,64,63,44,27,67,60,65,65,30,26,33,14,5,13,15,15
11015,175,74,65,2,1,4,2,4,58.0,65.0,63.0,67.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,67,67,48,68,61,69,53,42,57,70,68,49,46,59,72,78,33,33,52,47,30,20,67,64,66,65,23,35,34,8,8,10,14,10
11016,190,72,65,3,1,3,2,4,48.0,21.0,44.0,40.0,67.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,38,18,68,55,19,35,24,28,45,39,50,46,49,65,58,27,68,63,67,17,50,67,19,39,37,45,66,69,67,14,12,11,9,9
11017,172,69,65,1,1,3,3,1,77.0,63.0,58.0,67.0,28.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,60,63,56,60,54,68,62,64,43,64,78,77,71,56,72,68,62,62,63,61,55,21,61,60,61,55,21,29,33,6,11,12,8,10
11018,181,81,65,1,1,3,2,2,60.0,65.0,50.0,61.0,30.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,31,69,75,59,68,59,47,58,54,67,61,59,54,51,64,63,78,61,68,57,56,15,64,48,66,53,22,33,29,6,6,7,7,14
11019,191,86,65,3,1,3,2,4,55.0,28.0,40.0,39.0,66.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,29,28,66,54,18,35,27,22,38,37,54,55,49,66,49,35,73,64,76,24,58,67,27,34,34,56,65,66,64,13,6,13,6,7
11020,175,72,64,1,1,4,3,1,76.0,64.0,53.0,62.0,26.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,35,69,52,60,53,60,53,48,50,60,78,75,72,64,71,64,69,60,54,58,62,16,65,60,55,60,29,26,14,12,10,14,11,13
11021,183,78,64,1,1,3,2,4,55.0,63.0,47.0,57.0,34.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,42,67,68,55,54,55,41,30,37,60,55,55,52,65,55,62,62,60,66,62,58,25,67,50,36,56,23,38,34,14,13,13,10,11
11022,180,75,64,1,1,4,3,1,77.0,63.0,53.0,65.0,19.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,50,67,55,57,55,62,47,55,50,63,78,76,77,63,76,60,67,58,58,56,40,12,67,54,61,60,14,17,17,7,12,10,8,5
11023,185,72,64,1,1,3,3,5,84.0,62.0,53.0,64.0,26.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,52,65,56,55,66,62,57,43,47,63,84,84,76,62,60,61,60,54,59,57,36,21,62,56,58,63,27,21,19,5,13,6,15,14
11024,178,62,64,2,1,4,3,1,67.0,55.0,62.0,69.0,53.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,51,48,57,72,52,70,60,45,68,67,69,65,65,62,80,66,63,64,39,61,62,45,58,55,55,66,51,58,59,11,11,14,7,8
11025,166,65,64,2,1,3,4,4,79.0,45.0,56.0,73.0,31.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,57,45,30,61,46,74,56,60,48,66,81,77,85,61,89,50,51,56,46,37,44,35,54,52,52,56,36,27,22,14,11,9,15,7
11026,176,60,64,2,0,3,3,4,56.0,45.0,59.0,70.0,56.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,39,41,58,69,38,70,53,45,62,71,55,57,66,65,78,55,61,51,39,43,59,56,56,63,53,63,52,59,58,14,9,5,6,15
11027,183,73,64,1,1,4,3,1,77.0,64.0,50.0,59.0,25.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,45,66,59,54,60,57,54,49,44,59,76,78,66,58,66,64,60,55,60,59,58,21,63,52,64,64,19,24,19,13,10,14,11,9
11028,176,68,64,1,0,3,3,2,86.0,53.0,56.0,68.0,28.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,65,56,30,54,43,67,63,52,44,67,88,84,84,53,73,55,34,59,53,44,36,19,57,60,51,58,32,30,25,12,7,9,10,8
11029,179,66,64,1,1,3,3,4,75.0,63.0,49.0,68.0,27.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,41,65,59,55,59,68,51,40,40,67,77,74,78,51,76,65,58,54,54,59,29,19,65,55,59,59,24,28,18,11,11,10,7,7
11030,175,65,64,1,1,3,3,1,74.0,56.0,58.0,67.0,47.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,60,58,48,60,50,66,56,47,55,64,76,73,80,64,77,57,58,52,60,52,43,45,62,58,55,66,48,50,42,9,14,7,6,14
11031,178,82,64,2,1,3,2,4,67.0,43.0,58.0,55.0,59.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,42,36,50,71,40,51,50,38,64,55,69,65,60,65,71,53,61,71,67,48,70,62,48,55,36,63,60,59,54,15,12,11,9,8
11032,190,78,64,1,0,2,2,4,68.0,63.0,50.0,62.0,28.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,41,69,61,51,53,62,59,41,54,63,67,69,54,62,63,57,62,58,70,59,66,26,59,55,57,61,24,23,24,9,10,14,11,12
11033,179,70,64,3,0,3,2,4,68.0,42.0,58.0,65.0,62.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,65,40,59,64,36,62,48,38,53,67,66,69,73,56,77,43,56,54,43,41,59,62,58,54,40,58,58,66,67,15,11,8,14,12
11034,184,73,64,1,0,3,2,4,63.0,60.0,58.0,65.0,20.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,48,65,52,65,45,65,44,41,55,66,67,60,62,58,64,56,69,64,63,55,32,14,61,64,62,62,18,16,18,6,10,6,12,8
11035,175,66,64,2,1,3,2,4,79.0,41.0,60.0,67.0,58.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,52,37,42,63,41,63,58,40,64,66,80,79,88,62,82,46,70,88,61,42,81,60,50,63,46,71,56,63,56,14,9,6,7,9
11036,173,70,64,2,0,3,2,0,71.0,57.0,63.0,66.0,46.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,62,59,43,66,48,64,63,56,59,65,73,69,72,60,78,56,49,54,49,54,53,46,60,63,58,62,47,45,47,9,6,6,9,10
11037,177,70,64,1,0,3,4,4,78.0,57.0,57.0,70.0,23.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,59,56,33,60,52,72,53,56,51,66,80,76,78,48,77,61,47,49,44,56,34,17,56,57,61,53,21,25,27,10,7,7,10,13
11038,190,80,64,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,66.0,63.0,65.0,62.0,39.0,64.0,18,13,12,31,13,19,17,19,19,15,40,38,38,52,41,49,52,29,50,14,26,14,5,30,17,41,4,19,13,66,63,65,64,62
11039,173,65,64,1,0,3,2,2,80.0,62.0,56.0,67.0,23.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,54,64,53,62,53,67,66,45,40,64,82,79,75,63,78,61,58,55,32,61,30,16,62,58,67,56,21,22,19,6,9,8,7,7
11040,182,78,64,2,1,2,2,4,60.0,52.0,60.0,66.0,59.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,50,48,59,67,45,66,43,49,65,69,60,60,60,63,61,64,61,68,67,52,66,54,62,59,46,58,59,62,63,6,6,8,7,7
11041,180,78,64,2,1,3,3,4,72.0,59.0,60.0,68.0,25.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,50,60,50,67,57,70,54,40,58,66,72,72,73,50,65,63,53,64,47,50,35,15,63,65,60,55,30,20,15,8,9,9,11,12
11042,184,78,64,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,65.0,60.0,65.0,65.0,30.0,61.0,10,6,11,26,5,12,12,12,24,18,33,28,42,63,51,49,63,27,54,8,17,6,5,39,17,38,9,10,11,65,60,65,61,65
11043,184,74,64,2,1,3,3,4,66.0,51.0,64.0,65.0,45.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,54,46,49,72,54,68,52,52,68,69,64,68,45,59,60,55,56,48,55,55,42,32,47,63,60,62,40,53,54,14,12,11,7,13
11044,173,67,64,3,1,3,3,1,76.0,45.0,59.0,69.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,64,49,33,68,37,67,57,40,54,68,78,74,82,57,87,48,63,66,43,32,52,58,54,49,38,55,57,61,63,6,13,7,7,5
11045,183,75,64,1,1,3,2,1,76.0,59.0,44.0,60.0,22.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,27,64,63,57,49,56,54,31,31,58,74,78,81,58,65,68,77,75,82,44,76,11,61,49,55,54,27,12,15,10,14,12,8,9
11046,183,78,64,2,1,3,3,5,71.0,49.0,63.0,70.0,52.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,58,51,53,68,42,72,59,60,62,69,79,65,81,56,52,52,59,74,66,41,53,47,60,63,44,72,51,56,54,9,7,8,11,8
11047,176,70,64,1,1,3,3,1,77.0,56.0,54.0,68.0,32.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,57,58,44,56,43,67,46,43,46,65,79,76,79,63,69,58,57,63,51,49,42,24,63,57,57,60,30,33,34,11,6,6,11,14
11048,187,76,64,3,1,2,2,7,66.0,30.0,47.0,49.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,35,26,61,60,29,45,33,30,52,48,66,66,62,55,53,45,70,64,76,20,48,64,30,38,40,55,62,68,65,6,8,15,15,14
11049,187,71,64,1,0,3,3,4,79.0,59.0,55.0,66.0,21.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,59,60,63,62,56,69,42,40,42,66,79,79,68,56,44,63,64,60,62,53,30,19,61,54,66,46,17,13,22,9,11,7,11,14
11050,179,66,64,1,1,3,3,1,73.0,56.0,58.0,66.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,62,59,59,64,43,67,52,33,61,63,72,74,73,55,67,63,62,75,64,47,50,32,58,50,52,56,33,34,31,5,13,7,12,13
11051,181,76,64,1,1,3,2,4,72.0,60.0,53.0,71.0,25.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,48,65,54,62,51,75,48,32,46,66,73,71,74,61,69,61,75,54,64,50,47,22,62,53,50,55,21,24,21,14,9,9,6,14
11052,177,71,64,1,0,2,4,4,79.0,57.0,56.0,69.0,26.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,56,58,40,62,49,69,56,48,49,66,82,77,81,51,83,61,46,50,49,51,37,21,58,53,63,60,21,31,25,12,10,11,8,14
11053,172,73,64,1,1,3,2,1,70.0,60.0,47.0,65.0,23.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,43,64,66,56,46,61,44,33,34,68,73,67,69,57,77,59,65,58,61,55,47,19,65,51,52,61,17,18,21,14,5,8,14,13
11054,171,74,64,3,1,3,2,4,73.0,51.0,46.0,64.0,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,62,46,56,45,30,64,36,41,30,61,68,77,70,65,78,66,61,62,55,54,68,63,53,47,47,66,62,69,63,11,11,12,8,14
11055,173,65,64,2,1,3,2,1,72.0,48.0,60.0,67.0,36.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,55,53,37,66,42,65,43,35,62,66,73,72,82,58,77,45,53,65,42,41,51,25,60,64,41,65,39,38,45,12,13,7,7,13
11056,186,75,64,2,0,2,2,4,59.0,51.0,61.0,65.0,55.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,48,45,54,70,42,68,41,45,65,65,51,65,51,63,57,64,58,49,52,47,63,55,65,62,57,46,50,58,58,14,5,10,10,5
11057,179,68,64,1,0,3,2,1,74.0,61.0,58.0,65.0,28.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,60,64,41,61,65,64,57,46,51,67,71,77,64,61,70,67,41,44,45,47,32,19,62,59,55,49,29,28,27,10,7,10,12,11
11058,188,69,64,2,1,3,2,4,58.0,44.0,56.0,60.0,62.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,41,39,57,65,34,59,49,41,59,64,63,54,53,64,54,56,56,59,69,40,62,62,46,59,55,58,60,64,63,5,15,13,7,10
11059,189,80,64,1,1,3,3,1,53.0,65.0,48.0,60.0,31.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,39,66,67,52,63,59,56,44,43,63,52,54,55,62,50,64,66,64,76,64,70,26,65,54,64,65,28,29,24,7,5,5,14,15
11060,181,70,64,2,1,4,2,3,63.0,48.0,62.0,67.0,51.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,46,41,59,74,47,70,50,50,72,68,64,63,54,57,66,67,62,54,49,42,66,49,59,55,47,44,42,57,54,14,14,9,11,13
11061,178,71,64,2,1,3,4,4,77.0,55.0,59.0,70.0,43.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,49,54,43,65,53,70,60,55,60,68,79,75,80,54,71,59,53,55,50,53,47,26,56,58,55,65,44,49,55,12,6,6,12,12
11062,175,70,64,1,1,3,3,4,70.0,67.0,49.0,66.0,33.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,33,73,52,59,53,67,34,28,51,65,69,70,59,65,75,59,66,57,55,70,44,46,59,55,55,48,43,15,16,8,10,7,12,10
11063,190,77,64,3,1,2,2,6,47.0,32.0,33.0,38.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,35,30,63,34,29,33,33,30,29,42,48,46,35,57,46,45,66,47,75,21,70,63,31,35,45,60,64,65,65,6,13,8,12,10
11064,170,60,64,2,0,3,3,3,74.0,51.0,63.0,66.0,60.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,63,45,46,67,36,64,50,35,66,66,75,73,78,55,81,60,57,72,53,60,77,62,56,62,43,66,59,64,65,12,6,8,8,10
11065,177,77,64,1,1,3,2,5,70.0,64.0,40.0,60.0,20.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,33,66,64,47,60,57,32,31,30,61,72,68,62,65,68,68,72,59,57,55,50,16,65,47,61,55,12,18,15,12,8,12,13,12
11066,186,74,64,2,1,3,2,4,56.0,55.0,66.0,64.0,55.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,59,53,49,70,50,62,59,57,70,66,61,52,66,60,70,66,47,60,51,47,53,47,55,69,64,59,57,58,58,12,13,6,7,7
11067,175,75,64,1,0,3,2,5,84.0,63.0,59.0,67.0,26.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,55,58,42,59,51,66,66,65,55,64,86,83,78,56,74,72,43,61,60,68,58,24,58,62,60,56,21,26,25,15,8,7,13,6
11068,186,79,64,3,1,3,2,4,67.0,29.0,33.0,43.0,61.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,29,25,60,35,30,39,25,28,33,42,72,62,58,58,53,41,79,66,84,20,77,63,31,35,43,48,60,62,60,7,9,5,12,10
11069,183,75,64,3,1,3,2,7,61.0,29.0,42.0,46.0,64.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,33,26,73,58,32,40,30,28,41,57,57,64,32,58,62,41,65,50,59,25,64,62,23,31,30,52,61,66,65,11,12,13,15,8
11070,172,70,64,2,0,3,3,4,75.0,54.0,56.0,69.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,60,55,33,59,45,69,58,34,48,65,76,74,78,58,83,59,34,55,42,48,33,20,62,58,47,49,24,27,24,11,12,13,14,10
11071,188,85,64,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,64.0,62.0,65.0,27.0,64.0,12,10,12,17,8,14,13,14,28,11,31,23,24,60,32,47,50,33,62,7,17,8,10,32,11,31,15,13,15,60,64,62,64,65
11072,176,70,64,1,1,3,3,2,74.0,58.0,60.0,66.0,34.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,63,59,54,62,55,66,63,64,53,65,73,74,70,61,66,54,57,41,48,61,51,33,60,57,62,60,22,39,38,11,5,7,8,10
11073,176,65,64,2,1,3,3,4,68.0,63.0,59.0,68.0,42.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,62,65,41,60,53,70,59,64,55,69,69,67,61,45,76,64,41,66,41,60,32,19,57,55,65,53,37,58,54,7,14,7,8,8
11074,170,60,64,2,1,3,3,4,73.0,53.0,60.0,65.0,43.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,52,56,44,69,51,63,48,54,56,64,73,73,74,60,82,55,58,65,46,43,53,43,61,62,56,62,35,49,44,14,11,9,11,7
11075,180,77,64,1,1,3,3,4,82.0,62.0,55.0,66.0,34.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,59,63,54,58,47,65,57,63,48,67,81,82,69,55,74,70,61,64,77,56,54,21,59,49,59,47,35,35,30,13,9,5,13,10
11076,184,77,64,3,1,3,2,7,65.0,42.0,50.0,54.0,63.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,50,38,64,60,34,57,30,31,52,42,68,63,70,61,63,55,73,64,72,39,63,60,44,43,34,58,58,68,64,9,14,13,14,7
11077,182,80,64,1,1,4,3,4,67.0,62.0,47.0,60.0,30.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,45,64,65,52,59,60,54,42,39,57,68,67,65,58,68,71,69,51,69,52,65,15,62,44,60,59,42,21,15,10,9,15,5,10
11078,190,78,64,3,1,3,2,4,59.0,25.0,39.0,40.0,64.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,25,19,72,60,23,24,24,21,28,60,53,63,43,52,65,39,74,60,56,20,57,66,28,33,34,49,61,65,62,7,13,15,10,7
11079,177,70,64,2,1,3,3,4,64.0,58.0,60.0,66.0,42.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,57,55,45,62,50,67,54,51,58,65,60,67,59,63,69,65,49,53,56,60,46,35,65,63,55,67,49,36,45,5,8,5,6,5
11080,190,80,64,3,1,3,2,4,59.0,26.0,54.0,43.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,45,19,49,68,29,35,24,22,72,54,55,62,40,61,47,47,60,62,70,18,52,69,23,40,35,49,62,69,64,5,10,13,10,11
11081,185,76,64,2,1,2,2,4,59.0,35.0,44.0,41.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,39,29,64,53,33,37,32,33,43,39,55,63,47,59,57,45,73,61,73,37,54,64,38,39,48,44,60,69,68,14,12,9,14,6
11082,187,77,64,3,1,3,2,1,66.0,37.0,46.0,51.0,65.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,36,34,69,56,29,56,28,33,54,40,62,69,56,49,64,46,72,62,64,31,62,63,46,39,53,57,66,66,62,10,13,14,13,9
11083,177,73,64,2,0,3,2,4,65.0,41.0,61.0,60.0,60.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,53,33,45,67,28,57,55,60,63,62,64,66,66,60,69,61,73,69,63,42,66,58,41,60,41,54,58,66,63,5,5,9,7,7
11084,180,76,64,1,0,2,2,2,54.0,67.0,40.0,55.0,37.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,28,68,69,52,44,51,26,28,32,60,48,59,55,65,64,70,70,56,61,67,67,29,64,45,63,53,57,18,20,14,14,8,12,11
11085,191,82,64,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,65.0,64.0,62.0,64.0,31.0,63.0,16,14,15,31,13,13,14,14,30,19,32,31,31,58,47,47,58,30,59,13,23,13,11,34,18,47,14,15,14,65,64,62,63,64
11086,188,80,64,1,0,3,3,1,64.0,63.0,50.0,64.0,39.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,42,68,61,56,44,63,52,34,38,65,67,62,64,56,73,66,57,40,68,55,39,22,66,58,59,64,55,31,22,8,13,13,8,11
11087,173,63,64,1,0,3,3,4,64.0,49.0,59.0,66.0,51.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,48,46,51,66,45,64,42,43,61,66,67,62,70,64,80,52,38,74,42,54,51,56,54,64,42,59,43,56,53,13,13,11,7,7
11088,188,68,64,2,1,2,2,4,66.0,46.0,60.0,67.0,64.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,56,38,66,68,44,66,41,45,66,65,63,68,75,56,76,67,70,68,63,46,52,60,39,54,45,47,61,69,66,14,7,14,9,13
11089,180,67,64,2,0,2,3,5,71.0,60.0,54.0,71.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,66,63,34,56,46,72,42,35,44,68,74,68,77,57,76,63,53,53,34,58,42,22,55,55,47,51,53,45,34,11,13,8,11,11
11090,173,68,64,1,1,2,3,1,75.0,61.0,58.0,67.0,31.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,57,58,40,60,51,64,64,61,53,66,76,74,83,57,80,68,45,70,41,68,33,22,59,58,39,62,34,34,22,11,15,10,6,13
11091,183,70,64,3,1,2,3,4,74.0,30.0,61.0,66.0,59.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,65,25,56,66,23,65,70,31,55,66,77,71,75,62,65,40,67,65,61,27,54,61,49,58,36,54,54,62,62,7,10,13,12,14
11092,170,68,64,2,0,3,2,3,69.0,60.0,62.0,62.0,59.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,55,57,57,68,34,60,59,42,66,62,68,70,67,59,80,70,67,70,65,67,60,57,58,62,48,50,53,65,61,8,15,12,9,7
11093,167,60,64,2,0,3,2,5,68.0,59.0,62.0,68.0,33.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,62,62,45,64,58,66,57,49,58,70,70,67,66,58,88,62,41,40,32,51,33,31,58,65,61,49,28,36,28,10,6,7,14,7
11094,180,78,64,2,1,3,3,4,62.0,56.0,59.0,66.0,55.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,44,60,45,66,38,65,44,47,62,68,62,62,63,61,65,52,64,48,52,55,66,57,59,67,51,64,58,58,47,9,13,9,6,11
11095,188,76,64,1,0,3,3,1,78.0,56.0,57.0,63.0,61.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,58,58,55,60,52,64,58,47,54,64,79,77,59,59,57,58,62,67,72,52,59,57,62,54,50,53,62,63,61,14,12,11,10,9
11096,182,70,64,3,1,2,2,4,61.0,24.0,52.0,62.0,65.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,55,19,62,62,28,62,28,27,40,66,60,61,47,66,63,35,72,63,65,16,58,67,41,51,34,46,65,65,64,13,12,7,8,15
11097,178,73,64,2,0,3,3,4,69.0,54.0,61.0,67.0,37.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,53,58,40,65,46,67,60,58,59,65,72,67,73,54,73,52,50,68,54,49,42,21,55,66,45,58,40,41,46,11,8,9,11,14
11098,180,66,64,2,1,3,3,1,81.0,45.0,59.0,72.0,57.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,64,46,60,65,47,71,61,31,40,66,83,80,88,70,83,36,70,69,38,51,65,62,42,65,40,51,53,57,52,11,15,10,12,10
11099,185,74,64,1,0,2,3,2,62.0,60.0,64.0,69.0,40.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,64,58,50,67,58,68,56,50,66,70,64,61,71,60,76,66,63,34,38,63,40,40,55,65,54,62,35,42,36,15,12,8,5,11
11100,180,74,64,1,1,3,2,2,65.0,65.0,56.0,61.0,21.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,51,68,62,59,58,60,42,67,49,63,68,63,59,62,67,61,64,58,53,65,51,12,67,62,61,62,20,16,14,8,13,8,14,11
11101,188,82,64,1,0,3,3,4,66.0,63.0,56.0,63.0,25.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,49,63,64,61,59,64,49,59,53,64,65,66,60,59,59,64,60,59,73,62,40,15,61,59,62,64,19,25,22,11,9,14,6,14
11102,173,67,64,2,1,4,2,2,66.0,58.0,65.0,63.0,36.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,60,58,37,71,49,62,57,71,63,63,62,70,77,44,71,57,47,65,38,59,37,29,63,61,57,67,32,42,39,9,7,9,13,10
11103,183,68,64,3,1,3,2,3,78.0,47.0,54.0,61.0,62.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,62,44,63,57,27,59,42,38,53,62,75,80,73,58,48,60,80,57,65,50,66,59,46,49,36,58,60,65,61,12,5,14,7,10
11104,184,75,64,2,0,3,3,4,68.0,53.0,64.0,64.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,56,47,48,69,50,65,58,52,66,66,67,68,59,54,58,62,53,45,54,58,36,49,53,66,53,64,52,48,32,12,11,7,8,9
11105,180,70,64,1,1,3,3,4,73.0,60.0,55.0,68.0,33.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,57,61,42,60,52,68,52,45,42,68,73,73,73,58,75,66,46,45,48,51,38,25,62,59,69,55,31,35,39,12,13,6,5,14
